Level	Rule Name	Subject	Property	Value
WARN	missing_definition	obo:CHR_10090-chr1	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr10	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr10q	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr10qA	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr10qA1	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr10qA2	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr10qA3	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr10qA4	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr10qB	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr10qB1	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr10qB2	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr10qB3	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr10qB4	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr10qB5	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr10qB5.1	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr10qB5.2	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr10qB5.3	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr10qC	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr10qC1	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr10qC2	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr10qC3	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr10qD	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr10qD1	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr10qD2	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr10qD3	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr11	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr11q	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr11qA	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr11qA1	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr11qA2	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr11qA3	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr11qA3.1	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr11qA3.2	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr11qA3.3	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr11qA4	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr11qA5	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr11qB	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr11qB1	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr11qB1.1	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr11qB1.2	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr11qB1.3	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr11qB2	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr11qB3	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr11qB4	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr11qB5	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr11qC	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr11qD	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr11qE	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr11qE1	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr11qE2	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr12	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr12q	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr12qA	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr12qA1	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr12qA1.1	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr12qA1.2	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr12qA1.3	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr12qA2	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr12qA3	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr12qB	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr12qB1	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr12qB2	IAO:0000115	
WARN	missing_definition	obo:CHR_10090-chr12qB3	IAO:0000115	
